orig_texts	orig_labels	orig_predictions	orig_z	edits_texts	edits_labels	edits_predictions	edits_z_pre	edits_z_pos
▁Man ▁wearing ▁blue ▁bow ing ▁on ▁floor ▁in ▁front ▁of ▁another ▁man ▁in ▁blue ▁bow ing ▁on ▁floor ▁with ▁two ▁other ▁men ▁wearing ▁blue ▁knee ling ▁on ▁same ▁floor ▁also . </s> ▁A ▁man ▁is ▁wearing ▁nothing . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]	▁Man ▁wearing ▁blue ▁bow ing ▁on ▁floor ▁in ▁front ▁of ▁another ▁man ▁in ▁blue ▁bow ing ▁on ▁floor ▁with ▁two ▁other ▁men ▁wearing ▁blue ▁knee ling ▁on ▁same ▁floor ▁also . </s> ▁A ▁man ▁is ▁wearing ▁blue . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]
▁A ▁man ▁and ▁ a ▁child ▁are ▁purchasing ▁ ice ▁cream ▁from ▁ a ▁man ▁with ▁ a ▁hand ▁ pushed ▁ ice ▁cream ▁cart . </s> ▁A ▁couple ▁is ▁eating ▁in ▁ a ▁restaurant . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]	▁A ▁man ▁and ▁ a ▁child ▁are ▁purchasing ▁ ice ▁cream ▁from ▁ a ▁man ▁with ▁ a ▁hand ▁ pushed ▁ ice ▁cream ▁cart . </s> ▁A ▁man ▁is ▁selling ▁ a ▁frozen ▁treat . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]
▁A ▁pro - base ball ▁pitcher ▁send s ▁ a ▁curve ▁ball ▁to ▁his ▁opponent ▁while ▁many ▁fans ▁relax ▁and ▁enjoy ▁the ▁game . </s> ▁A ▁pitcher ▁is ▁playing ▁baseball ▁at ▁ a ▁stadium </s>	0	1	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]	▁A ▁pro - base ball ▁pitcher ▁send s ▁ a ▁curve ▁ball ▁to ▁his ▁opponent ▁while ▁many ▁fans ▁relax ▁and ▁enjoy ▁the ▁game . </s> ▁A ▁baseball ▁player ▁is ▁hitting ▁ a ▁home ▁run </s>	2	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]
▁Vi olin ▁solo ist s ▁take ▁the ▁stage ▁during ▁the ▁orchestra ' s ▁opening ▁show ▁at ▁the ▁theater . </s> ▁People ▁are ▁playing ▁violin ▁on ▁stage . </s>	0	1	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]	▁Vi olin ▁solo ist s ▁take ▁the ▁stage ▁during ▁the ▁orchestra ' s ▁opening ▁show ▁at ▁the ▁theater . </s> ▁People ▁are ▁playing ▁instruments ▁on ▁stage . </s>	2	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁man ▁in ▁ a ▁suit ▁driving ▁ a ▁horse - draw n ▁bu ggy ▁down ▁ a ▁stone ▁street . </s> ▁The ▁man ▁is ▁driving ▁ a ▁bu ggy . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁man ▁in ▁ a ▁suit ▁driving ▁ a ▁horse - draw n ▁bu ggy ▁down ▁ a ▁stone ▁street . </s> ▁The ▁man ▁is ▁driving ▁ a ▁car . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁group ▁of ▁consumers ▁walking ▁through ▁ a ▁public ▁market ▁to ▁purchase ▁vegetables ▁with ▁the ▁background ▁of ▁the ▁busy ▁store ▁just ▁behind ▁them . </s> ▁Shop pers ▁purchasing ▁vegetables ▁at ▁ a ▁busy ▁public ▁market . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁group ▁of ▁consumers ▁walking ▁through ▁ a ▁public ▁market ▁to ▁purchase ▁vegetables ▁with ▁the ▁background ▁of ▁the ▁busy ▁store ▁just ▁behind ▁them . </s> ▁Shop pers ▁shop ▁for ▁vegetables ▁at ▁ a ▁grocery ▁store . </s>	2	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]
▁A ▁man ▁in ▁ a ▁black ▁shirt ▁and ▁brown ▁pants ▁is ▁jumping ▁in ▁the ▁air ▁performing ▁ a ▁ kar ate ▁kick ▁towards ▁ a ▁man ▁in ▁ a ▁red ▁shirt ▁and ▁black ▁ hat . </s> ▁Two ▁male s ▁are ▁involved ▁in ▁martial ▁arts . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁man ▁in ▁ a ▁black ▁shirt ▁and ▁brown ▁pants ▁is ▁jumping ▁in ▁the ▁air ▁performing ▁ a ▁ kar ate ▁kick ▁towards ▁ a ▁man ▁in ▁ a ▁red ▁shirt ▁and ▁black ▁ hat . </s> ▁Two ▁male s ▁are ▁sleeping ▁in ▁bed . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]
▁The ▁white ▁dog ▁is ▁pulling ▁ a ▁large ▁stick . </s> ▁The ▁dog ▁is ▁taking ▁ a ▁nap ▁at ▁the ▁park . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]	▁The ▁white ▁dog ▁is ▁pulling ▁ a ▁large ▁stick . </s> ▁The ▁white ▁dog ▁is ▁pulling ▁ a ▁stick ▁at ▁the ▁beach . </s>	0	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]
▁Two ▁men ▁working ▁on ▁farm ▁equipment ▁that ▁is ▁being ▁pulled ▁by ▁two ▁horses . </s> ▁The ▁men ▁are ▁working ▁on ▁farm ▁stuff . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]	▁Two ▁men ▁working ▁on ▁farm ▁equipment ▁that ▁is ▁being ▁pulled ▁by ▁two ▁horses . </s> ▁The ▁men ▁are ▁riding ▁horses . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]
▁A ▁Ski er ▁ski - ju mp ing ▁while ▁two ▁other ▁ski ers ▁watch ▁his ▁act . </s> ▁A ▁ski er ▁ preparing ▁ a ▁trick </s>	0	1	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]	▁A ▁Ski er ▁ski - ju mp ing ▁while ▁two ▁other ▁ski ers ▁watch ▁his ▁act . </s> ▁A ▁dog ▁ chasing ▁ a ▁cat </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]
▁One ▁confused ▁man ▁is ▁standing ▁and ▁star ing ▁off ▁into ▁the ▁distance ▁in ▁front ▁of ▁some ▁ticket ▁collecting ▁machines . </s> ▁The ▁man ▁is ▁confused . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]	▁One ▁confused ▁man ▁is ▁standing ▁and ▁star ing ▁off ▁into ▁the ▁distance ▁in ▁front ▁of ▁some ▁ticket ▁collecting ▁machines . </s> ▁The ▁man ▁is ▁happy . </s>	2	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁woman ▁is ▁in ▁the ▁middle ▁of ▁hitting ▁ a ▁tennis ▁ball . </s> ▁A ▁woman ▁is ▁playing ▁tennis . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]	▁A ▁woman ▁is ▁in ▁the ▁middle ▁of ▁hitting ▁ a ▁tennis ▁ball . </s> ▁A ▁woman ▁is ▁playing ▁basketball . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]
▁kids ▁are ▁looking ▁at ▁something ▁on ▁ a ▁table . </s> ▁Some ▁kids ▁are ▁burning ▁the ▁table ▁down . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]	▁kids ▁are ▁looking ▁at ▁something ▁on ▁ a ▁table . </s> ▁Kids ▁are ▁looking ▁at ▁the ▁table . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]
▁San ▁Fran s i sco ▁49 ers ▁football ▁field ▁with ▁cheer leader s ▁and ▁ a ▁packed ▁stadium . </s> ▁The ▁football ▁game ▁got ▁cancelled ▁and ▁the ▁field ▁is ▁empty . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]	▁San ▁Fran s i sco ▁49 ers ▁football ▁field ▁with ▁cheer leader s ▁and ▁ a ▁packed ▁stadium . </s> ▁The ▁football ▁field ▁and ▁the ▁stadium ▁is ▁packed . </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁guy ▁in ▁glasses ▁is ▁bit ing ▁into ▁ a ▁pink ▁marshmallow ▁chic k ▁while ▁somebody ▁else ▁is ▁puck er ing ▁their ▁lips ▁out ▁wanting ▁ a ▁bite . </s> ▁A ▁man ▁is ▁eating ▁ a ▁marshmallow . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]	▁A ▁guy ▁in ▁glasses ▁is ▁bit ing ▁into ▁ a ▁pink ▁marshmallow ▁chic k ▁while ▁somebody ▁else ▁is ▁puck er ing ▁their ▁lips ▁out ▁wanting ▁ a ▁bite . </s> ▁A ▁guy ▁is ▁eating ▁ a ▁marshmallow . </s>	2	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁man ▁with ▁ a ▁be ard ▁is ▁playing ▁an ▁ a cou s tic ▁guitar ▁on ▁the ▁street . </s> ▁A ▁woman ▁flash e s ▁by stand ers . </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]	▁A ▁man ▁with ▁ a ▁be ard ▁is ▁playing ▁an ▁ a cou s tic ▁guitar ▁on ▁the ▁street . </s> ▁A ▁man ▁entertain e s ▁entertain ers . </s>	0	1	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]
▁Players ▁from ▁two ▁oppos ing ▁teams ▁wearing ▁colorful ▁ cle at s ▁struggle ▁to ▁gain ▁control ▁over ▁ a ▁ball ▁on ▁an ▁Astro T ur f ▁field . </s> ▁The ▁players ▁are ▁playing ▁ a ▁sport . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]	▁Players ▁from ▁two ▁oppos ing ▁teams ▁wearing ▁colorful ▁ cle at s ▁struggle ▁to ▁gain ▁control ▁over ▁ a ▁ball ▁on ▁an ▁Astro T ur f ▁field . </s> ▁The ▁players ▁are ▁sitting ▁on ▁ a ▁couch . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]
▁A ▁man ▁is ▁kayak ing ▁in ▁rough ▁waters . </s> ▁The ▁man ▁is ▁in ▁ a ▁boat </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]	▁A ▁man ▁is ▁kayak ing ▁in ▁rough ▁waters . </s> ▁The ▁man ▁is ▁driving ▁ a ▁car </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]
▁One ▁woman ▁with ▁jeans , ▁gray ▁shirt ▁and ▁sandal s ; ▁with ▁girl ▁in ▁all ▁pink ▁watching ▁ a ▁white ▁ball ▁ float ▁in ▁mid air . </s> ▁The ▁shirt ▁is ▁gray . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]	▁One ▁woman ▁with ▁jeans , ▁gray ▁shirt ▁and ▁sandal s ; ▁with ▁girl ▁in ▁all ▁pink ▁watching ▁ a ▁white ▁ball ▁ float ▁in ▁mid air . </s> ▁The ▁ball ▁is ▁blue . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]
▁A ▁black ▁man ▁in ▁ a ▁blue ▁suit ▁is ▁talking ▁on ▁ a ▁cellphone ▁while ▁smoking . </s> ▁The ▁man ▁is ▁ jo gg ing </s>	2	2	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]	▁A ▁black ▁man ▁in ▁ a ▁blue ▁suit ▁is ▁talking ▁on ▁ a ▁cellphone ▁while ▁smoking . </s> ▁The ▁man ▁is ▁ a ▁black ▁man </s>	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]
▁A ▁patient ▁is ▁being ▁worked ▁on ▁by ▁doctors ▁and ▁nurses . </s> ▁Someone ▁is ▁at ▁the ▁doctor . </s>	0	0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]	▁A ▁patient ▁is ▁being ▁worked ▁on ▁by ▁doctors ▁and ▁nurses . </s> ▁Nobody ▁is ▁at ▁the ▁hospital . </s>	2	2	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]
